,Gender,City,JobTitle,DepartmentName,StoreLocation,Division,Age,LengthService,AbsentHours,BusinessUnit
2588,M,Abbotsford,Meat Cutter,Meats,Abbotsford,Stores,33.37786411,2-5,24.57007252,Stores
2589,M,Prince George,Meat Cutter,Meats,Prince George,Stores,44.22460782,2-5,57.14367231,Stores
2590,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,21.75384823,2-5,0.0,Stores
2591,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,31.11974901,2-5,0.0,Stores
2592,M,New Westminster,Meat Cutter,Meats,New Westminster,Stores,61.50588629,2-5,124.2526674,Stores
2593,M,Victoria,Meat Cutter,Meats,Victoria,Stores,22.88958251,2-5,0.0,Stores
2594,M,New Westminster,Meat Cutter,Meats,New Westminster,Stores,38.66687,2-5,20.41989029,Stores
2595,M,Langley,Dairy Person,Dairy,Langley,Stores,32.70001405,2-5,8.664671009,Stores
2596,F,New Westminster,Meat Cutter,Meats,New Westminster,Stores,47.68418351,2-5,87.58462857,Stores
2597,F,Abbotsford,Clerk,Produce,Abbotsford,Stores,42.76611888,2-5,76.31479196,Stores
2598,F,Toad River,Meat Cutter,Meats,Fort Nelson,Stores,53.55228513,6-10,112.938695,Stores
2599,M,Richmond,Meat Cutter,Meats,Richmond,Stores,51.96374105,2-5,109.0545281,Stores
2600,F,Giscome,Meat Cutter,Meats,Prince George,Stores,32.93211411,2-5,0.0,Stores
2601,M,Lake Cowichan,Meat Cutter,Meats,Victoria,Stores,45.3386522,2-5,42.02180164,Stores
2602,F,Prince George,Meat Cutter,Meats,Prince George,Stores,48.92282048,2-5,95.54182287,Stores
2603,M,Victoria,Meat Cutter,Meats,Victoria,Stores,54.87246274,2-5,126.6881844,Stores
2604,F,Powell River,Meat Cutter,Meats,Nanaimo,Stores,44.47479447,6-10,104.3418319,Stores
2605,F,Kamloops,Meat Cutter,Meats,Kamloops,Stores,36.43549032,2-5,0.0,Stores
2606,M,Surrey,Meat Cutter,Meats,Surrey,Stores,36.94415537,2-5,39.91448225,Stores
2607,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,46.22121535,2-5,65.20885118,Stores
2608,M,Dawson Creek,Shelf Stocker,Processed Foods,Dawson Creek,Stores,50.52561909,2-5,125.7008403,Stores
2609,F,Port Coquitlam,Meat Cutter,Meats,Port Coquitlam,Stores,37.39401198,2-5,83.13051648,Stores
2610,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,51.94452467,6-10,109.3250809,Stores
2611,F,Courtenay,Meat Cutter,Meats,Nanaimo,Stores,41.58000053,2-5,23.31963612,Stores
2612,F,New Westminster,Meat Cutter,Meats,New Westminster,Stores,40.93001872,6-10,47.8831481,Stores
2613,M,Port Alberni,Meat Cutter,Meats,Nanaimo,Stores,35.43821037,2-5,0.0,Stores
2614,M,Quesnel,Meat Cutter,Meats,Quesnel,Stores,48.23283788,6-10,97.74385344,Stores
2615,M,Richmond,Meat Cutter,Meats,Richmond,Stores,52.20602024,2-5,98.42140499,Stores
2616,F,Kelowna,Meat Cutter,Meats,Kelowna,Stores,46.09438764,6-10,48.89493211,Stores
2617,F,West Vancouver,Meat Cutter,Meats,West Vancouver,Stores,40.31067742,2-5,82.94988532,Stores
2618,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,52.24352343,6-10,106.0001353,Stores
2619,M,Langley,Meat Cutter,Meats,Langley,Stores,25.46299215,6-10,0.0,Stores
2620,M,Surrey,Meat Cutter,Meats,Surrey,Stores,34.27727757,6-10,16.6767892,Stores
2621,M,New Westminster,Meat Cutter,Meats,New Westminster,Stores,28.37924309,6-10,44.48209709,Stores
2622,F,Kelowna,Meat Cutter,Meats,Kelowna,Stores,49.41541023,2-5,115.8070524,Stores
2623,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,49.87129919,2-5,96.076719,Stores
2624,F,Yarrow,Meat Cutter,Meats,Chilliwack,Stores,61.75155533,2-5,160.1525146,Stores
2625,M,Nanaimo,Meat Cutter,Meats,Nanaimo,Stores,50.56556284,2-5,128.7360915,Stores
2626,F,New Westminster,Meat Cutter,Meats,New Westminster,Stores,44.8147494,2-5,88.11670495,Stores
2627,M,Chetwynd,Meat Cutter,Meats,Prince George,Stores,40.85339998,6-10,51.42381838,Stores
2628,M,Burnaby,Meat Cutter,Meats,Burnaby,Stores,46.42679016,6-10,45.35667459,Stores
2629,F,Chilliwack,Meat Cutter,Meats,Chilliwack,Stores,39.84295417,2-5,60.92776708,Stores
2630,F,Celista,Meat Cutter,Meats,Kamloops,Stores,34.88715432,2-5,0.0,Stores
2631,F,Burnaby,Baker,Bakery,Burnaby,Stores,43.45912377,2-5,84.88034912,Stores
2632,F,Kelowna,Meat Cutter,Meats,Kelowna,Stores,25.62267023,2-5,0.719281033,Stores
2633,F,Terrace,Meat Cutter,Meats,Terrace,Stores,59.70502936,2-5,167.4281808,Stores
2634,M,Tappen,Clerk,Produce,Vernon,Stores,44.90172163,2-5,28.83732462,Stores
2635,F,Victoria,Meat Cutter,Meats,Victoria,Stores,18.59961724,6-10,0.0,Stores
2636,F,Kelowna,Meat Cutter,Meats,Kelowna,Stores,30.98817686,2-5,0.0,Stores
2637,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,59.12552897,6-10,156.0604059,Stores
2638,M,Richmond,Meat Cutter,Meats,Richmond,Stores,41.36421524,2-5,24.7947692,Stores
2639,M,New Westminister,Manager,Meats,New Westminister,Stores,40.27471315,2-5,39.48276471,Stores
2640,F,Prince George,Meat Cutter,Meats,Prince George,Stores,36.79977536,2-5,22.03630854,Stores
2641,M,Fort St John,Meat Cutter,Meats,Fort St John,Stores,51.26750476,2-5,100.9434934,Stores
2642,M,Oyster River,Meat Cutter,Meats,Nanaimo,Stores,52.12482554,6-10,77.4133053,Stores
2643,F,Victoria,Meat Cutter,Meats,Victoria,Stores,32.51028642,2-5,22.74326027,Stores
2644,F,Victoria,Meat Cutter,Meats,Victoria,Stores,29.62018195,2-5,33.89567742,Stores
2645,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,32.81106368,2-5,0.0,Stores
2646,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,57.84453393,6-10,60.49769112,Stores
2647,M,North Vancouver,Meat Cutter,Meats,North Vancouver,Stores,39.71472135,6-10,28.09698021,Stores
2648,M,Tatla Lake,Meat Cutter,Meats,Williams Lake,Stores,35.22191183,2-5,33.75706432,Stores
2649,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,52.56610494,2-5,122.6822565,Stores
2650,F,Cluculz Lake,Meat Cutter,Meats,Prince George,Stores,54.2380105,2-5,104.1989114,Stores
2651,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,36.08902501,2-5,37.04313097,Stores
2652,F,New Westminster,Meat Cutter,Meats,New Westminster,Stores,50.56410854,2-5,93.04201223,Stores
2653,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,49.42393336,6-10,95.90346397,Stores
2654,M,Richmond,Meat Cutter,Meats,Richmond,Stores,26.59883793,2-5,0.0,Stores
2655,M,Victoria,Meat Cutter,Meats,Victoria,Stores,51.12833756,6-10,90.27653593,Stores
2656,M,Surrey,Meat Cutter,Meats,Surrey,Stores,41.88910707,2-5,74.03798589,Stores
2657,M,Gibsons,Dairy Person,Dairy,West Vancouver,Stores,29.81647315,2-5,0.0,Stores
2658,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,30.11987568,2-5,0.0,Stores
2659,F,New Westminster,Meat Cutter,Meats,New Westminster,Stores,57.08939368,2-5,112.6016878,Stores
2660,M,Victoria,Meat Cutter,Meats,Victoria,Stores,43.07968342,2-5,44.31994432,Stores
2661,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,34.59331892,0-1,8.17114047,Stores
2662,M,Richmond,Meat Cutter,Meats,Richmond,Stores,42.32588161,2-5,0.0,Stores
2663,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,38.42180116,6-10,22.85551766,Stores
2664,F,West Vancouver,Meat Cutter,Meats,West Vancouver,Stores,33.91434003,6-10,54.77078193,Stores
2665,F,Victoria,Meat Cutter,Meats,Victoria,Stores,39.98939657,6-10,106.0970378,Stores
2666,F,Burnaby,Meat Cutter,Meats,Burnaby,Stores,46.31457073,2-5,53.32989952,Stores
2667,F,Cranbrook,Meat Cutter,Meats,Cranbrook,Stores,47.5954135,2-5,99.54463308,Stores
2668,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,43.52013447,2-5,34.1528385,Stores
2669,F,Langley,Dairy Person,Dairy,Langley,Stores,51.29860592,2-5,137.7023594,Stores
2670,M,Burnaby,Baker,Bakery,Burnaby,Stores,41.40117485,6-10,50.38280851,Stores
2671,F,Terrace,Meat Cutter,Meats,Terrace,Stores,55.19028981,2-5,124.6251105,Stores
2672,M,Terrace,Meat Cutter,Meats,Terrace,Stores,32.06083762,2-5,0.0,Stores
2673,F,Peachland,Meat Cutter,Meats,Kelowna,Stores,55.95960965,6-10,147.9176378,Stores
2674,F,New Westminster,Meat Cutter,Meats,New Westminster,Stores,44.35142843,2-5,103.9126679,Stores
2675,F,Port Alberni,Meat Cutter,Meats,Nanaimo,Stores,26.32149208,2-5,0.0,Stores
2676,M,Alexis Creek,Meat Cutter,Meats,Williams Lake,Stores,42.17843975,2-5,34.88453279,Stores
2677,M,Kamloops,Meat Cutter,Meats,Kamloops,Stores,34.73871177,6-10,29.13615436,Stores
2678,M,New Westminister,Manager,Produce,New Westminister,Stores,55.03581328,6-10,130.1274669,Stores
2679,M,Peachland,Meat Cutter,Meats,Kelowna,Stores,27.36671405,2-5,0.0,Stores
2680,F,New Westminister,Dairy Person,Dairy,New Westminister,Stores,43.59663695,2-5,37.14056057,Stores
2681,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,52.81044243,6-10,85.0035245,Stores
2682,F,Merritt,Meat Cutter,Meats,Kamloops,Stores,29.2257026,2-5,0.0,Stores
2683,M,Oyster River,Meat Cutter,Meats,Nanaimo,Stores,48.46562487,2-5,105.2297149,Stores
2684,F,New Westminster,Meat Cutter,Meats,New Westminster,Stores,40.72541817,2-5,89.37284057,Stores
2685,F,Victoria,Meat Cutter,Meats,Victoria,Stores,47.17491843,2-5,99.05321803,Stores
2686,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,52.21144644,2-5,115.0050476,Stores
2687,M,Victoria,Meat Cutter,Meats,Victoria,Stores,29.14411831,2-5,0.0,Stores
2688,F,Wynndel,Meat Cutter,Meats,Cranbrook,Stores,34.0326809,2-5,0.0,Stores
2689,F,Surrey,Meat Cutter,Meats,Surrey,Stores,28.54726428,2-5,0.0,Stores
2690,F,Cumberland,Meat Cutter,Meats,Victoria,Stores,32.3809317,2-5,39.05122232,Stores
2691,M,New Westminster,Meat Cutter,Meats,New Westminster,Stores,19.76295284,2-5,0.0,Stores
2692,M,New Westminster,Meat Cutter,Meats,New Westminster,Stores,56.69534963,2-5,122.3542332,Stores
2693,M,Kelowna,Meat Cutter,Meats,Kelowna,Stores,42.81417255,6-10,72.30494843,Stores
2694,M,Nanaimo,Meat Cutter,Meats,Nanaimo,Stores,46.11038472,6-10,71.4124656,Stores
2695,F,Victoria,Meat Cutter,Meats,Victoria,Stores,33.19254523,2-5,53.32185811,Stores
2696,F,Chilliwack,Meat Cutter,Meats,Chilliwack,Stores,25.67623869,2-5,0.0,Stores
2697,F,West Vancouver,Meat Cutter,Meats,West Vancouver,Stores,34.53436582,2-5,0.0,Stores
2698,F,Surrey,Meat Cutter,Meats,Surrey,Stores,40.86210178,6-10,104.0762189,Stores
2699,F,Victoria,Meat Cutter,Meats,Victoria,Stores,23.03575559,2-5,0.0,Stores
2700,F,Surrey,Meat Cutter,Meats,Surrey,Stores,35.97960565,6-10,49.4960551,Stores
2701,F,Surrey,Meat Cutter,Meats,Surrey,Stores,39.47114535,6-10,0.0,Stores
2702,F,North Vancouver,Meat Cutter,Meats,North Vancouver,Stores,40.42131161,2-5,49.60364994,Stores
2703,M,New Westminster,Meat Cutter,Meats,New Westminster,Stores,46.16260041,2-5,82.11668359,Stores
2704,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,43.58154732,6-10,92.88297627,Stores
2705,F,Kamloops,Meat Cutter,Meats,Kamloops,Stores,46.0505227,2-5,87.73348428,Stores
2706,M,New Westminster,Meat Cutter,Meats,New Westminster,Stores,39.02921743,2-5,43.02977533,Stores
2707,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,37.30065653,2-5,56.73491208,Stores
2708,M,Burnaby,Baker,Bakery,Burnaby,Stores,24.00193398,2-5,0.0,Stores
2709,F,Victoria,Meat Cutter,Meats,Victoria,Stores,34.73763248,6-10,25.48104116,Stores
2710,F,Kamloops,Meat Cutter,Meats,Kamloops,Stores,46.41434082,2-5,75.8701775,Stores
2711,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,44.55578168,6-10,83.97242789,Stores
2712,M,Duncan,Dairy Person,Dairy,Quesnel,Stores,44.77370809,2-5,109.4167478,Stores
2713,F,Nanaimo,Meat Cutter,Meats,Nanaimo,Stores,42.75007227,2-5,85.39177771,Stores
2714,M,Qualicum Beach,Meat Cutter,Meats,Nanaimo,Stores,52.78791175,6-10,85.05322858,Stores
2715,F,Langley,Meat Cutter,Meats,Langley,Stores,44.28273412,2-5,42.73237985,Stores
2716,M,Fort Langley,Meat Cutter,Meats,Langley,Stores,43.24354836,2-5,51.2887765,Stores
2717,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,58.06400944,2-5,181.7670624,Stores
2718,F,Surrey,Meat Cutter,Meats,Surrey,Stores,42.58083938,2-5,60.97435473,Stores
2719,F,Aldergrove,Meat Cutter,Meats,Aldergrove,Stores,38.25097762,2-5,18.23591901,Stores
2720,F,New Westminster,Meat Cutter,Meats,New Westminster,Stores,26.12751023,2-5,15.87280517,Stores
2721,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,49.46582292,6-10,98.19309967,Stores
2722,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,30.41174879,2-5,16.39813088,Stores
2723,F,Chilliwack,Meat Cutter,Meats,Chilliwack,Stores,39.77464261,2-5,50.24217383,Stores
2724,F,Abbotsford,Meat Cutter,Meats,Abbotsford,Stores,44.85541914,6-10,83.67117063,Stores
2725,F,Fort Fraser,Meat Cutter,Meats,Prince George,Stores,55.68742113,2-5,140.3867348,Stores
2726,M,Smithers,Meat Cutter,Meats,Terrace,Stores,45.67938514,2-5,51.61078648,Stores
2727,F,New Westminster,Meat Cutter,Meats,New Westminster,Stores,30.8465739,2-5,33.03855689,Stores
2728,M,West Vancouver,Dairy Person,Dairy,West Vancouver,Stores,40.59796068,2-5,5.328054762,Stores
2729,F,New Westminster,Meat Cutter,Meats,New Westminster,Stores,54.39152176,2-5,108.8340477,Stores
2730,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,41.75809076,2-5,77.84724915,Stores
2732,F,Fort St John,Meat Cutter,Meats,Fort St John,Stores,43.77733599,6-10,70.98652229,Stores
2733,M,Burnaby,Baker,Bakery,Burnaby,Stores,36.87971208,2-5,31.01791335,Stores
2734,F,Duncan,Meat Cutter,Meats,Quesnel,Stores,39.73462964,2-5,54.50005828,Stores
2735,F,Victoria,Meat Cutter,Meats,Victoria,Stores,44.09814658,2-5,85.95503779,Stores
2736,M,Fort Nelson,Manager,Bakery,Fort Nelson,Stores,35.79285895,2-5,34.11638856,Stores
2737,F,Whistler,Meat Cutter,Meats,Squamish,Stores,40.09440964,2-5,26.39139073,Stores
2738,F,Tumbler Ridge,Meat Cutter,Meats,Fort St John,Stores,37.5083693,2-5,24.69713995,Stores
2739,F,Crawford Bay,Meat Cutter,Meats,Cranbrook,Stores,59.32906777,2-5,137.3533593,Stores
2740,M,Port Coquitlam,Meat Cutter,Meats,Port Coquitlam,Stores,52.57792648,2-5,152.8200622,Stores
2741,M,Bob Quinn Lake,Meat Cutter,Meats,Terrace,Stores,50.69983052,6-10,113.6717268,Stores
2742,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,39.90402407,2-5,50.15265421,Stores
2743,F,Burnaby,Meat Cutter,Meats,Burnaby,Stores,40.27570034,6-10,62.2404371,Stores
2744,M,Woss,Meat Cutter,Meats,Cranbrook,Stores,53.88706244,2-5,78.0780256,Stores
2745,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,23.82077919,2-5,0.0,Stores
2746,F,Burnaby,Meat Cutter,Meats,Burnaby,Stores,46.62465962,6-10,77.09270943,Stores
2747,F,Chilliwack,Meat Cutter,Meats,Chilliwack,Stores,36.73476625,2-5,47.35592714,Stores
2748,M,Williams Lake,Meat Cutter,Meats,Williams Lake,Stores,50.22100649,2-5,104.2806499,Stores
2749,F,Surrey,Meat Cutter,Meats,Surrey,Stores,37.59499364,2-5,34.20536624,Stores
2750,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,29.47340949,6-10,2.390985846,Stores
2751,F,Victoria,Meat Cutter,Meats,Victoria,Stores,47.41687933,2-5,56.26427215,Stores
2752,F,Fort St John,Meat Cutter,Meats,Fort St John,Stores,31.91659323,2-5,0.0,Stores
2753,M,New Westminster,Meat Cutter,Meats,New Westminster,Stores,30.38347783,2-5,0.0,Stores
2754,M,Brackendale,Meat Cutter,Meats,Squamish,Stores,50.00910627,2-5,66.96613174,Stores
2755,F,Alexis Creek,Meat Cutter,Meats,Williams Lake,Stores,63.96858111,2-5,157.25092,Stores
2756,F,Tumbler Ridge,Meat Cutter,Meats,Fort St John,Stores,30.96696368,6-10,6.948547167,Stores
2757,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,34.11364137,2-5,56.29637704,Stores
2758,F,South Slocan,Meat Cutter,Meats,Trail,Stores,50.00924729,2-5,91.29803234,Stores
2759,F,Chetwynd,Meat Cutter,Meats,Prince George,Stores,43.79799639,2-5,63.86596431,Stores
2760,F,Fort St John,Meat Cutter,Meats,Fort St John,Stores,52.67156671,6-10,126.9626995,Stores
2762,M,Duncan,Meat Cutter,Meats,Quesnel,Stores,25.24305066,6-10,0.0,Stores
2763,F,Victoria,Meat Cutter,Meats,Victoria,Stores,33.98444298,2-5,0.0,Stores
2764,M,Prince George,Meat Cutter,Meats,Prince George,Stores,39.95869899,2-5,48.25830481,Stores
2765,F,Osoyoos,Meat Cutter,Meats,Kelowna,Stores,33.2220086,2-5,26.35186004,Stores
2766,M,White Rock,Baker,Bakery,White Rock,Stores,41.10987515,2-5,52.55542844,Stores
2767,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,40.40279526,6-10,40.01672003,Stores
2769,F,Abbotsford,Meat Cutter,Meats,Abbotsford,Stores,29.71842929,2-5,0.0,Stores
2770,M,Victoria,Meat Cutter,Meats,Victoria,Stores,37.92529186,2-5,18.43653714,Stores
2771,F,Rutland,Meat Cutter,Meats,Kelowna,Stores,25.29453743,2-5,0.0,Stores
2772,M,Victoria,Meat Cutter,Meats,Victoria,Stores,32.96618184,2-5,28.20256746,Stores
2773,M,New Westminster,Meat Cutter,Meats,New Westminster,Stores,56.72740806,6-10,102.6670831,Stores
2774,F,Aldergrove,Meat Cutter,Meats,Aldergrove,Stores,30.74957249,2-5,0.0,Stores
2775,M,Prince George,Meat Cutter,Meats,Prince George,Stores,34.742442,2-5,19.56190596,Stores
2776,F,Little Fort,Meat Cutter,Meats,Kamloops,Stores,56.51480532,2-5,151.7079655,Stores
2777,F,Fort St John,Meat Cutter,Meats,Fort St John,Stores,47.14267053,2-5,60.66821306,Stores
2778,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,33.2513143,2-5,9.101916643,Stores
2779,M,Chilliwack,Meat Cutter,Meats,Chilliwack,Stores,50.84033772,6-10,96.63583124,Stores
2780,M,Prince George,Meat Cutter,Meats,Prince George,Stores,57.8239203,2-5,153.0796696,Stores
2781,F,Vernon,Clerk,Produce,Vernon,Stores,49.15496058,6-10,107.1765975,Stores
2782,M,Surrey,Meat Cutter,Meats,Surrey,Stores,42.97942173,6-10,34.38807778,Stores
2783,M,North Vancouver,Meat Cutter,Meats,North Vancouver,Stores,43.87666786,6-10,51.6367707,Stores
2784,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,38.24960959,2-5,18.13360975,Stores
2785,F,Vanderhoof,Meat Cutter,Meats,Prince George,Stores,48.81027011,6-10,117.1051255,Stores
2786,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,35.55741082,2-5,78.01078147,Stores
2787,M,Victoria,Meat Cutter,Meats,Victoria,Stores,36.2099248,2-5,41.47315306,Stores
2788,M,Fort St John,Meat Cutter,Meats,Fort St John,Stores,38.53103542,2-5,24.58791741,Stores
2789,F,Port Coquitlam,Meat Cutter,Meats,Port Coquitlam,Stores,40.09334138,2-5,106.9375431,Stores
2790,F,New Westminster,Meat Cutter,Meats,New Westminster,Stores,32.99399621,2-5,46.00748211,Stores
2791,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,35.61181897,6-10,46.65322672,Stores
2792,M,Union Bay,Meat Cutter,Meats,Nanaimo,Stores,31.62646158,6-10,0.0,Stores
2793,F,Victoria,Meat Cutter,Meats,Victoria,Stores,49.52985233,6-10,141.3312621,Stores
2794,F,Fort St John,Meat Cutter,Meats,Fort St John,Stores,38.90898985,2-5,37.35618922,Stores
2795,M,Richmond,Meat Cutter,Meats,Richmond,Stores,58.02881273,0-1,112.0822084,Stores
2796,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,42.77034381,2-5,72.74858838,Stores
2797,M,Nanaimo,Meat Cutter,Meats,Nanaimo,Stores,29.85873316,2-5,0.0,Stores
2798,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,44.06498158,0-1,22.18733106,Stores
2799,F,Prince George,Meat Cutter,Meats,Prince George,Stores,30.48426217,2-5,26.47443664,Stores
2800,M,Mission,Baker,Bakery,Burnaby,Stores,64.17544677,2-5,146.3972786,Stores
2801,M,West Vancouver,Meat Cutter,Meats,West Vancouver,Stores,43.77833392,2-5,22.03651189,Stores
2802,F,Victoria,Meat Cutter,Meats,Victoria,Stores,51.05381969,2-5,129.7578967,Stores
2803,M,New Westminster,Meat Cutter,Meats,New Westminster,Stores,49.70499976,2-5,92.46881145,Stores
2804,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,33.62405174,2-5,0.0,Stores
2805,F,Victoria,Meat Cutter,Meats,Victoria,Stores,29.22587488,6-10,12.12803484,Stores
2806,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,46.0879894,2-5,77.17807691,Stores
2807,M,Fruitvale,Meat Cutter,Meats,Kelowna,Stores,41.34467687,6-10,56.7490366,Stores
2808,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,36.44289482,6-10,50.92323358,Stores
2809,M,Chilliwack,Meat Cutter,Meats,Chilliwack,Stores,34.18220835,2-5,19.74150653,Stores
2810,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,34.11928503,6-10,0.0,Stores
2811,M,Kimberley,Meat Cutter,Meats,Cranbrook,Stores,22.20246952,2-5,0.0,Stores
2812,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,49.86995068,2-5,53.39218406,Stores
2813,F,Richmond,Meat Cutter,Meats,Richmond,Stores,61.92398839,6-10,184.6554938,Stores
2814,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,51.07175329,2-5,57.29985818,Stores
2815,F,Ocean Falls,Dairy Person,Dairy,Ocean Falls,Stores,37.81078347,2-5,39.38352215,Stores
2816,F,Langley,Meat Cutter,Meats,Langley,Stores,38.20601937,6-10,45.09373204,Stores
2817,M,Hope,Meat Cutter,Meats,Chilliwack,Stores,21.61891468,2-5,0.0,Stores
2818,F,Cranbrook,Meat Cutter,Meats,Cranbrook,Stores,54.62686662,2-5,146.641784,Stores
2819,F,Sparwood,Meat Cutter,Meats,Cranbrook,Stores,56.65578598,6-10,153.6644666,Stores
2820,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,53.70909121,2-5,143.1762245,Stores
2821,F,Burnaby,Baker,Bakery,Burnaby,Stores,47.7757419,6-10,83.93937764,Stores
2822,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,39.05745356,2-5,5.352052414,Stores
2823,F,Kamloops,Meat Cutter,Meats,Kamloops,Stores,50.51743728,6-10,98.7551449,Stores
2824,M,Victoria,Meat Cutter,Meats,Victoria,Stores,46.38000508,2-5,81.06230999,Stores
2825,M,Fruitvale,Meat Cutter,Meats,Kelowna,Stores,44.26341785,2-5,58.95688637,Stores
2826,F,Willow Point,Meat Cutter,Meats,Trail,Stores,24.48677993,2-5,0.0,Stores
2827,M,Chilliwack,Meat Cutter,Meats,Chilliwack,Stores,56.38927515,2-5,81.48003605,Stores
2828,M,Victoria,Meat Cutter,Meats,Victoria,Stores,39.43126944,2-5,15.84945609,Stores
2829,M,Smithers,Meat Cutter,Meats,Terrace,Stores,41.18894928,2-5,11.50626547,Stores
2830,F,Kamloops,Meat Cutter,Meats,Kamloops,Stores,27.25791402,2-5,21.5117787,Stores
2831,M,Terrace,Dairy Person,Dairy,Terrace,Stores,31.71261717,2-5,9.63246258,Stores
2832,M,New Westminster,Meat Cutter,Meats,New Westminster,Stores,41.74878039,2-5,11.73590743,Stores
2833,M,Vernon,Clerk,Produce,Vernon,Stores,45.78593654,2-5,50.58677373,Stores
2834,M,Kamloops,Clerk,Produce,Kamloops,Stores,46.97194627,2-5,91.42053062,Stores
2835,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,51.30109239,6-10,94.21309586,Stores
2836,F,Kamloops,Meat Cutter,Meats,Kamloops,Stores,53.521861,2-5,126.0843194,Stores
2837,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,35.57600158,6-10,63.76997997,Stores
2838,M,Burnaby,Baker,Bakery,Burnaby,Stores,48.41407257,6-10,144.9593039,Stores
2839,F,New Westminster,Meat Cutter,Meats,New Westminster,Stores,30.60100474,2-5,7.020477339,Stores
2840,F,Vernon,Clerk,Produce,Vernon,Stores,55.53240601,2-5,103.1191005,Stores
2841,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,53.14640009,2-5,114.0572538,Stores
2842,F,New Westminster,Meat Cutter,Meats,New Westminster,Stores,39.10298339,6-10,27.37964132,Stores
2843,M,Victoria,Meat Cutter,Meats,Victoria,Stores,53.4730578,2-5,137.2086222,Stores
2844,F,Quesnel,Dairy Person,Dairy,Quesnel,Stores,51.91603187,2-5,156.3738915,Stores
2845,M,North Vancouver,Meat Cutter,Meats,North Vancouver,Stores,31.96729414,2-5,19.25043717,Stores
2846,F,Victoria,Meat Cutter,Meats,Victoria,Stores,48.11976896,2-5,44.83424867,Stores
2847,M,Duncan,Dairy Person,Dairy,Quesnel,Stores,47.96671087,6-10,67.62941596,Stores
2848,M,Fort St John,Meat Cutter,Meats,Fort St John,Stores,39.14940078,6-10,38.543946,Stores
2849,M,Aldergrove,Meat Cutter,Meats,Aldergrove,Stores,31.43897419,2-5,0.0,Stores
2850,M,North Vancouver,Meat Cutter,Meats,North Vancouver,Stores,41.69294998,2-5,52.8101512,Stores
2851,F,Victoria,Meat Cutter,Meats,Victoria,Stores,41.29784599,2-5,26.72756124,Stores
2852,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,45.04899554,2-5,88.72178445,Stores
2853,M,Cranbrook,Clerk,Produce,Cranbrook,Stores,34.96415113,2-5,13.35482787,Stores
2854,M,Prince George,Meat Cutter,Meats,Prince George,Stores,44.6543833,0-1,77.18233492,Stores
